fec_id,state,district,incumbent,candidate_name,party,primary_votes,runoff_votes,general_votes,ge_winner
H0WA08053,WA,09,FALSE,"Cramer, Tom",D,8376,0,0,N
H0WA08061,WA,08,FALSE,"Huber, Ernest",R,4165,0,0,N
H0WA09044,WA,10,FALSE,"Muri, Richard (Dick)",R,36173,0,115381,N
H0WI02060,WI,02,FALSE,"Lee, Chad",R,32813,0,124683,N
H0WI04090,WI,04,FALSE,"Sebring, Dan",R,19144,0,80787,N
H0WI06061,WI,06,TRUE,"Petri, Tom ",R,73376,0,223460,W
H0WI06152,WI,06,FALSE,"Kallas, Joe",D,11285,0,135921,N
H0WI07051,WI,07,TRUE,"Duffy, Sean",R,46987,0,201720,W
H0WI08075,WI,08,TRUE,"Ribble, Reid J.",R,64689,0,198874,W
H0WV01072,WV,01,TRUE,"McKinley, David B.",R,36107,0,133809,W
H0WV02138,WV,02,TRUE,"Capito, Shelley Moore",R,35008,0,158206,W
H0WV03102,WV,03,FALSE,"Bias, Lee A.",R,6671,0,0,N
H2AK00093,AK,00,FALSE,"Urquidi, Doug",D,1034,0,0,N
H2AK00101,AK,00,FALSE,"Moore, Matt",D,7374,0,0,N
H2AK00119,AK,00,FALSE,"Cissna, Sharon M.",D,16329,0,82927,N
H2AK00127,AK,00,FALSE,"Chesnut, Debra",D,5626,0,0,N
H2AK00135,AK,00,FALSE,"Gales, Terré L.",R,4841,0,0,N
H2AK00143,AK,00,FALSE,"McDermott, Jim C.",L,5741,0,15028,N
H2AK00176,AK,00,FALSE,"Gianoutsos, Ted",N,0,0,5589,N
H2AL01077,AL,01,TRUE,"Bonner, Jo",R,48702,0,196374,W
H2AL01176,AL,01,FALSE,"Young, Dean",R,21308,0,0,N
H2AL01184,AL,01,FALSE,"Riehm, Pete",R,13809,0,0,N
H2AL02141,AL,02,FALSE,"Ford, Therese",D,0,0,103092,N
H2AL03032,AL,03,TRUE,"Rogers, Mike",R,0,0,175306,W
H2AL03099,AL,03,FALSE,"Harris, John Andrew",D,0,0,98141,N
H2AL04055,AL,04,FALSE,"Boman, Daniel H.",D,10971,0,69706,N
H2AL04063,AL,04,FALSE,"Neighbors, Rick",D,10353,0,0,N
H2AL05094,AL,05,FALSE,"Holley, Charlie L.",D,0,0,101772,N
H2AL06035,AL,06,TRUE,"Bachus, Spencer",R,63360,0,219262,W
H2AL06100,AL,06,FALSE,"Standridge, David",R,8120,0,0,N
H2AL06126,AL,06,FALSE,"Beason, Scott",R,28673,0,0,N
H2AL06134,AL,06,FALSE,"Mickle, Al",R,2930,0,0,N
H2AL06142,AL,06,FALSE,"Bailey, Penny ""Colonel""",D,5061,0,88267,N
H2AL06159,AL,06,FALSE,"Barnes, William",D,3229,0,0,N
H2AL07165,AL,07,FALSE,"Norris, Phillip",R,5918,0,0,N
H2AR01055,AR,01,FALSE,"Hall, Clark M.",D,21861,9737,0,N
H2AR01063,AR,01,FALSE,"Latanich, Gary",D,6605,0,0,N
H2AR01071,AR,01,FALSE,"Ellington, Scott",D,27936,10028,96601,N
H2AR01089,AR,01,FALSE,"Paxton, Jessica",L,0,0,6427,N
H2AR01097,AR,01,FALSE,"Holloway, Jacob",G,0,0,5015,N
H2AR02053,AR,02,FALSE,"Rule, Herb",D,0,0,113156,N
H2AR02061,AR,02,FALSE,"Hayes, Chris",L,0,0,6701,N
H2AR02079,AR,02,FALSE,"Ward, Barbara",G,0,0,8566,N
H2AR03242,AR,03,FALSE,"Aden, Ken",D,0,0,0,N
H2AR03259,AR,03,FALSE,"Kennedy, Rebekah",G,0,0,39318,N
H2AR03267,AR,03,FALSE,"Pangrac, David",L,0,0,19875,N
H2AR04083,AR,04,FALSE,"Cotton, Tom",R,20899,0,154149,W
H2AR04109,AR,04,FALSE,"Jeffress, Gene",D,23848,15266,95013,N
H2AR04117,AR,04,FALSE,"Cowart, John ",R,1953,0,0,N
H2AR04125,AR,04,FALSE,"Morrison, DC",D,11771,0,0,N
H2AR04133,AR,04,FALSE,"Hurst, Q. Byrum",D,19812,9895,0,N
H2AR04141,AR,04,FALSE,"Tullis, Bobby",L,0,0,4984,N
H2AS00055,AS,00,FALSE,"Mata'utia, Kereti, Jr.",D,0,0,438,N
H2AS00063,AS,00,FALSE,"Al-Sheri, Fatumalala Leulua'iali'i A.",N,0,0,300,N
H2AZ01271,AZ,01,FALSE,"Benally Baldenegro, Wenona",D,19247,0,0,N
H2AZ01289,AZ,01,FALSE,"Wade, Douglas",R,6758,0,0,N
H2AZ01305,AZ,01,FALSE,"Martin, Gaither",R,8958,0,0,N
H2AZ01313,AZ,01,FALSE,"Gatti, Patrick",R,2707,0,0,N
H2AZ01321,AZ,01,FALSE,"Allen, Kim",W,97,0,15227,N
H2AZ02055,AZ,07,TRUE,"Pastor, Ed",D,22664,0,104489,W
H2AZ03111,AZ,03,FALSE,"Arreguin, Manny",D,3105,0,0,N
H2AZ03137,AZ,03,FALSE,"Aguirre, Amanda",D,9484,0,0,N
H2AZ03145,AZ,03,FALSE,"Guerra, Blanca",L,116,0,7567,N
H2AZ04135,AZ,04,FALSE,"Gould, Ron ",R,24617,0,0,N
H2AZ04143,AZ,04,FALSE,"Weisser, Mikel",D,10164,0,0,N
H2AZ04150,AZ,04,FALSE,"Robinson, Johnnie",D,10183,0,69154,N
H2AZ04176,AZ,04,FALSE,"Pamelia, Joe",L,189,0,9306,N
H2AZ05132,AZ,06,FALSE,"Williamson, W. John",D,11471,0,0,N
H2AZ05140,AZ,05,FALSE,"Morgan, Spencer",D,19659,0,89589,N
H2AZ06148,AZ,05,FALSE,"Adams, Kirk",R,38152,0,0,N
H2AZ06155,AZ,09,FALSE,"Grantham, Travis",R,9179,0,0,N
H2AZ06171,AZ,06,FALSE,"Jette, Matt",D,12383,0,97666,N
H2AZ06189,AZ,06,FALSE,"Anderson, Jack",L,287,0,10167,N
H2AZ06197,AZ,06,FALSE,"Salazar, Mark",W,2,0,5637,N
H2AZ07070,AZ,03,TRUE,"Grijalva, Raúl M.",D,24044,0,98468,W
H2AZ07146,AZ,03,FALSE,"Saucedo Mercer, Gabriela",R,12474,0,62663,N
H2AZ07161,AZ,03,FALSE,"Vasquez, Jaime",R,6622,0,0,N
H2AZ07179,AZ,07,FALSE,"Fistler, Scott",W,116,0,0,N
H2AZ08045,AZ,02,FALSE,"Prowell, Anthony",W,0,0,57,N
H2AZ08078,AZ,02,FALSE,"Heinz, Matt",D,11213,0,0,N
H2AZ08094,AZ,02,TRUE,"Barber, Ron ",D,51206,0,147338,W
H2AZ08102,AZ,02,FALSE,"McSally, Martha ",R,52809,0,144884,N
H2AZ08110,AZ,02,FALSE,"Koskiniemi, Mark",R,11828,0,0,N
H2AZ08128,AZ,02,FALSE,"Manolakis, Charlie",W,4,0,0,N
H2AZ08136,AZ,08,FALSE,"Hack, Helmuth",W,18,0,0,N
H2AZ08144,AZ,08,FALSE,"Passalacqua, Tony",R,11572,0,0,N
H2AZ08151,AZ,08,FALSE,"Dolgos, Stephen",A,34,0,4347,N
H2AZ09019,AZ,09,FALSE,"Sinema, Kyrsten",D,15536,0,121881,W
H2AZ09027,AZ,09,FALSE,"Schapira, David",D,11419,0,0,N
H2AZ09035,AZ,09,FALSE,"Rogers, Wendy",R,10479,0,0,N
H2AZ09043,AZ,09,FALSE,"Cherny, Andrei",D,11146,0,0,N
H2AZ09050,AZ,09,FALSE,"Sepulveda, Martin",R,10165,0,0,N
H2AZ09084,AZ,09,FALSE,"Campos Schandlbauer, Leah",R,2139,0,0,N
H2AZ09100,AZ,09,FALSE,"Borowsky, Lisa",R,3281,0,0,N
H2AZ09118,AZ,09,FALSE,"Thompson, Jeff",R,3358,0,0,N
H2CA00096,CA,10,FALSE,"Barkley, Michael J. ""Mike""",D,5028,0,0,N
H2CA00104,CA,47,FALSE,"Lowenthal, Alan ",D,27356,0,130093,W
H2CA00120,CA,26,FALSE,"Brownley, Julia ",D,29892,0,139072,W
H2CA00138,CA,08,FALSE,"Pinkerton, John ",D,7941,0,0,N
H2CA01110,CA,01,FALSE,"Aanestad, Sam ",R,25224,0,0,N
H2CA01128,CA,01,FALSE,"Dacquisto, Michael ",R,10530,0,0,N
H2CA01136,CA,01,FALSE,"Cheadle, Gregory ",R,4939,0,0,N
H2CA01151,CA,01,FALSE,"Oxley, Gary Allen",N,5901,0,0,N
H2CA02100,CA,02,FALSE,"Lawson, Stacey ",D,16946,0,0,N
H2CA02118,CA,02,FALSE,"Caffrey, Andy ",D,1737,0,0,N
H2CA02126,CA,02,FALSE,"Courtney, William L. ",D,2385,0,0,N
H2CA02142,CA,01,FALSE,"La Malfa, Doug",R,66527,0,168827,W
H2CA02159,CA,02,FALSE,"Fritzlan, Larry ",D,1151,0,0,N
H2CA02167,CA,02,FALSE,"Clarke, Brooke ",N,3715,0,0,N
H2CA02175,CA,02,FALSE,"Lewallen, John",N,2488,0,0,N
H2CA03090,CA,03,FALSE,"Vann, Kim ",R,30254,0,107086,N
H2CA03108,CA,03,FALSE,"Carlos, Tony ",R,5541,0,0,N
H2CA04114,CA,04,FALSE,"Uppal, Jack ",D,62130,0,125885,N
H2CA05087,CA,05,FALSE,"Cilley, Stewart  John",R,14734,0,0,N
H2CA05095,CA,05,FALSE,"Loftin, Randy",R,22137,0,69545,N
H2CA06184,CA,41,FALSE,"Nevenic, Anna ",D,4991,0,0,N
H2CA06259,CA,02,FALSE,"Huffman, Jared ",D,63922,0,226216,W
H2CA06267,CA,02,FALSE,"Solomon, Norman ",D,25462,0,0,N
H2CA06275,CA,02,FALSE,"Adams, Susan L. ",D,14041,0,0,N
H2CA06283,CA,02,FALSE,"Renée, Tiffany ",D,3033,0,0,N
H2CA06291,CA,06,FALSE,"McRay, Joseph, Sr.",R,15647,0,53406,N
H2CA07117,CA,07,FALSE,"Taras, Curt",N,3854,0,0,N
H2CA08131,CA,08,FALSE,"McEachron, Ryan",R,3181,0,0,N
H2CA08149,CA,08,FALSE,"Valles, Angela",R,4924,0,0,N
H2CA08164,CA,08,FALSE,"Cook, Paul ",R,12517,0,103093,W
H2CA08172,CA,08,FALSE,"Jensen, Bill",R,1850,0,0,N
H2CA08180,CA,08,FALSE,"Adams, Anthony ",N,2750,0,0,N
H2CA08198,CA,08,FALSE,"Albertsen, Dennis L.",R,761,0,0,N
H2CA08206,CA,08,FALSE,"Napolitano, Joseph D.",R,1050,0,0,N
H2CA09105,CA,09,FALSE,"McDonald, John ",R,11458,0,0,N
H2CA10145,CA,10,FALSE,"Hernandez, Jose",D,26072,0,98934,N
H2CA10152,CA,10,FALSE,"Condit, Chad M.",N,13983,0,0,N
H2CA10160,CA,10,FALSE,"McComak, Troy Wayne",N,2114,0,0,N
H2CA11135,CA,09,FALSE,"Gill, Ricky ",R,38488,0,94704,N
H2CA11168,CA,11,FALSE,"Sudduth, Cheryl ",D,4635,0,0,N
H2CA11176,CA,12,FALSE,"Diaz, Américo Arturo",D,1499,0,0,N
H2CA13099,CA,13,FALSE,"Singleton, Marilyn M.",N,13502,0,38146,N
H2CA14139,CA,14,FALSE,"Bacigalupi, Deborah (Debbie)",R,23299,0,54455,N
H2CA15094,CA,15,FALSE,"Swalwell, Eric",D,34347,0,120388,W
H2CA16092,CA,16,FALSE,"Whelan, Brian Daniel ",R,15053,0,62801,N
H2CA16100,CA,16,FALSE,"Tacherra, Johnny M. ",R,6776,0,0,N
H2CA16118,CA,16,FALSE,"Garcia, Mark ",R,6529,0,0,N
H2CA17090,CA,17,FALSE,"Li, Evelyn ",R,24916,0,57336,N
H2CA17108,CA,17,FALSE,"Richardson, Charles ",N,5163,0,0,N
H2CA18122,CA,18,FALSE,"Parks, William ",D,6504,0,0,N
H2CA19112,CA,19,FALSE,"Murray, Robert ",R,21421,0,59313,N
H2CA19120,CA,19,FALSE,"Nguyen, Phat ",R,7192,0,0,N
H2CA19138,CA,19,FALSE,"Cabrera, Jay Blas Jacob",N,3829,0,0,N
H2CA20094,CA,21,FALSE,"Valadao, David G.",R,27251,0,67164,W
H2CA20110,CA,20,FALSE,"LeBarre, Mike",R,5487,0,0,N
H2CA20128,CA,20,FALSE,"Caudle, Dan ",N,703,0,0,N
H2CA21167,CA,21,FALSE,"Xiong, Blong ",D,9990,0,0,N
H2CA22140,CA,22,FALSE,"Lee, Otto",D,28091,0,81555,N
H2CA23106,CA,24,FALSE,"Maldonado, Abel",R,46295,0,127746,N
H2CA23114,CA,24,FALSE,"Mitchum, Chris ",R,33604,0,0,N
H2CA23122,CA,23,FALSE,"Phillips, Terry ",N,17018,0,57842,N
H2CA23130,CA,23,FALSE,"Parker, Eric ",R,10414,0,0,N
H2CA24153,CA,26,FALSE,"Thayne, David Cruz",D,2809,0,0,N
H2CA24161,CA,24,FALSE,"Boutté, Matt",N,3832,0,0,N
H2CA25036,CA,25,TRUE,"McKeon, Howard P. ""Buck""",R,39997,0,129593,W
H2CA25143,CA,25,FALSE,"Rogers, Lee C.",D,23542,0,106982,N
H2CA25168,CA,25,FALSE,"Wright, Cathie",R,5215,0,0,N
H2CA25176,CA,25,FALSE,"Acosta, Dante ",R,10387,0,0,N
H2CA26026,CA,30,TRUE,"Berman, Howard L.",D,31086,0,98395,N
H2CA26091,CA,26,FALSE,"Parks, Linda ",N,20301,0,0,N
H2CA26109,CA,26,FALSE,"Strickland, Tony ",R,49043,0,124863,N
H2CA26117,CA,26,FALSE,"Herrera, Jess",D,7244,0,0,N
H2CA27198,CA,27,FALSE,"Orswell, Jack ",R,20868,0,86817,N
H2CA27206,CA,27,FALSE,"Duran, Bob",R,15819,0,0,N
H2CA28097,CA,29,FALSE,"Hernandez, David R. ",N,8382,0,38994,N
H2CA28113,CA,29,FALSE,"Cárdenas, Tony ",D,24882,0,111287,W
H2CA28121,CA,28,FALSE,"Kalbfeld, Jonathan Ryan ",D,2119,0,0,N
H2CA28139,CA,28,FALSE,"Munroe, Massie",D,2437,0,0,N
H2CA28147,CA,28,FALSE,"Mailyan, Garen",R,3749,0,0,N
H2CA30143,CA,34,TRUE,"Becerra, Xavier ",D,27939,0,120367,W
H2CA30234,CA,33,FALSE,"David, Christopher ",R,17264,0,0,N
H2CA30242,CA,30,FALSE,"Shelly, Susan ",R,3878,0,0,N
H2CA30259,CA,30,FALSE,"Powelson, Michael W.",G,1976,0,0,N
H2CA30267,CA,30,FALSE,"Gilmore, Vince ",D,792,0,0,N
H2CA31109,CA,31,FALSE,"Wickman, Renea",D,4188,0,0,N
H2CA31117,CA,31,FALSE,"Kim, Justin ",D,8487,0,0,N
H2CA31125,CA,31,FALSE,"Aguilar, Pete",D,14181,0,0,N
H2CA31133,CA,31,FALSE,"Dutton, Bob",R,15557,0,72255,N
H2CA32214,CA,32,FALSE,"Gonzalez, G. Bill ",D,6322,0,0,N
H2CA33048,CA,40,TRUE,"Roybal-Allard, Lucille ",D,16596,0,73940,W
H2CA33121,CA,33,FALSE,"Obagi, Zein E. ",D,1988,0,0,N
H2CA33139,CA,33,FALSE,"Steinman, David William ",G,3940,0,0,N
H2CA33147,CA,33,FALSE,"Bloomfield, Bill",N,27850,0,146660,N
H2CA33154,CA,33,FALSE,"Margolin, Bruce ",D,5020,0,0,N
H2CA33170,CA,33,FALSE,"Pape, Tim ",D,847,0,0,N
H2CA34053,CA,34,FALSE,"Johnson, Howard ",P,2407,0,0,N
H2CA34061,CA,34,FALSE,"Smith, Stephen C.",R,5793,0,20223,N
H2CA35118,CA,35,FALSE,"McLeod, Gloria Negrete",D,12425,0,79698,W
H2CA35126,CA,35,FALSE,"Vieyra, Anthony W.",G,6372,0,0,N
H2CA36330,CA,33,FALSE,"Collett, Steve ",L,4916,0,0,N
H2CA36439,CA,36,FALSE,"Ruiz, Raul ",D,37847,0,110189,W
H2CA37023,CA,42,TRUE,"Calvert, Ken",R,35392,0,130245,W
H2CA37270,CA,37,FALSE,"Osborne, Morgan",W,36,0,32541,N
H2CA38062,CA,47,FALSE,"Mathews, Peter ",D,7951,0,0,N
H2CA38229,CA,38,FALSE,"Robles, Jorge ",R,12713,0,0,N
H2CA38237,CA,38,FALSE,"Campos, Benjamin ",R,13363,0,69807,N
H2CA39078,CA,38,TRUE,"Sánchez, Linda T.",D,33223,0,145280,W
H2CA39136,CA,39,FALSE,"Chen, Jay ",D,28457,0,106360,N
H2CA39144,CA,39,FALSE,"Mulattieri, D'Marie",N,3561,0,0,N
H2CA41116,CA,08,FALSE,"Imus, Gregg",R,12754,0,76551,N
H2CA41124,CA,41,FALSE,"Sawyer, Vince ",R,4723,0,0,N
H2CA42122,CA,45,FALSE,"Webb, John ",R,17014,0,0,N
H2CA42130,CA,42,FALSE,"Johnson, Eva",R,5678,0,0,N
H2CA42148,CA,42,FALSE,"Smith, Cliff",D,7377,0,0,N
H2CA42155,CA,42,FALSE,"Novak, Curt ",N,4254,0,0,N
H2CA43245,CA,41,FALSE,"Takano, Mark",D,20860,0,103578,W
H2CA43377,CA,41,FALSE,"Tavaglione, John ",R,25379,0,72074,N
H2CA43385,CA,43,FALSE,"Flores, Bob",D,19061,0,57771,N
H2CA46107,CA,46,FALSE,"Hayden, Jerry ",R,14571,0,54121,N
H2CA46115,CA,46,FALSE,"Rocha, Jorge",N,1969,0,0,N
H2CA46123,CA,46,FALSE,"Cullum, John J.",R,5251,0,0,N
H2CA47097,CA,46,FALSE,"Garcia, Pat ",R,1852,0,0,N
H2CA47105,CA,47,FALSE,"DeLong, Gary",R,23831,0,99919,N
H2CA47113,CA,47,FALSE,"Kuykendall, Steven T.",R,8769,0,0,N
H2CA47147,CA,47,FALSE,"Foley, Steve",R,5848,0,0,N
H2CA47154,CA,47,FALSE,"Shah, Usha",D,2350,0,0,N
H2CA48087,CA,45,FALSE,"Kang, Sukhee",D,35182,0,121814,N
H2CA48095,CA,48,FALSE,"Varasteh, Ron ",D,31912,0,113358,N
H2CA48103,CA,48,FALSE,"Schlar, Alan ",N,5355,0,0,N
H2CA49218,CA,49,FALSE,"Tetalman, Jerry ",D,35816,0,114893,N
H2CA49226,CA,49,FALSE,"Eiden, Dick ",N,7988,0,0,N
H2CA49234,CA,49,FALSE,"Novinec, Albin",N,1626,0,0,N
H2CA50026,CA,51,FALSE,"Vargas, Juan",D,30143,0,113934,W
H2CA50141,CA,52,FALSE,"Stahl, John K.",R,5502,0,0,N
H2CA50158,CA,50,FALSE,"Secor, David B.",D,19142,0,83455,N
H2CA51131,CA,51,FALSE,"Ramirez, Daniel C. ""Danny""",D,2794,0,0,N
H2CA51164,CA,51,FALSE,"Ducheny, Denise Moreno",D,10107,0,0,N
H2CA51172,CA,51,FALSE,"Brooks, John ",D,3290,0,0,N
H2CA51180,CA,51,FALSE,"Gionis, Xanthi ",R,4487,0,0,N
H2CA51198,CA,51,FALSE,"Portley, Bernard",R,1667,0,0,N
H2CA52063,CA,52,FALSE,"Saldaña, Lori ",D,33387,0,0,N
H2CA52071,CA,52,FALSE,"Iverson, Wayne ",R,4476,0,0,N
H2CA52089,CA,52,FALSE,"Peters, Scott",D,34106,0,151451,W
H2CA52097,CA,52,FALSE,"Decourt-Park, Shirley ",D,2368,0,0,N
H2CA52105,CA,52,FALSE,"Doyle, Jack ",N,6138,0,0,N
H2CA52113,CA,52,FALSE,"Carswell, Gene Hamilton",R,828,0,0,N
H2CA52121,CA,52,FALSE,"Subka, John L. ",R,1091,0,0,N
H2CA52139,CA,52,FALSE,"Shehata, Ehab T.",N,1156,0,0,N
H2CO01124,CO,01,FALSE,"Stroud, Danny",R,11936,0,93217,N
H2CO01132,CO,01,FALSE,"Murphy, Richard W.",R,6407,0,0,N
H2CO01140,CO,01,FALSE,"Atwood, Frank",L,0,0,12585,N
H2CO01157,CO,01,FALSE,"Juniel, Thomas Henry",W,0,0,18,N
H2CO02080,CO,01,FALSE,"Swing, Gary",G,0,0,4829,N
H2CO02130,CO,02,FALSE,"Weissmann, Eric",R,18890,0,0,N
H2CO02148,CO,02,FALSE,"Lundberg, Kevin",R,21547,0,162639,N
H2CO02155,CO,02,FALSE,"Luallin, Randy",L,0,0,13770,N
H2CO02163,CO,02,FALSE,"Hall, Susan P.",G,0,0,10413,N
H2CO03138,CO,03,FALSE,"Pace, Sal",D,33970,0,142920,N
H2CO03146,CO,03,FALSE,"Casida, Tisha T.",U,0,0,11125,N
H2CO03153,CO,03,FALSE,"Kent, Gaylon",L,108,0,0,N
H2CO03179,CO,03,FALSE,"McMillan, Jaime",W,0,0,26,N
H2CO04094,CO,04,FALSE,"Shaffer, Brandon",D,20671,0,125800,N
H2CO04102,CO,04,FALSE,"Gilliland, Josh",L,0,0,10682,N
H2CO05059,CO,05,FALSE,"Anderson, Dave",U,0,0,53318,N
H2CO05067,CO,05,FALSE,"Pirtle, Jim",L,0,0,22778,N
H2CO05091,CO,05,FALSE,"Blaha, Robert",R,27245,0,0,N
H2CO05109,CO,05,FALSE,"Harvell, Kenneth R.",A,129,0,13212,N
H2CO05117,CO,05,FALSE,"Luzov, Misha",G,0,0,18284,N
H2CO05125,CO,05,FALSE,"Cantrell, George Allen",W,0,0,6,N
H2CO06123,CO,06,FALSE,"Miklosi, Joe",D,22938,0,156937,N
H2CO06149,CO,06,FALSE,"Polhemus, Kathy",U,0,0,13442,N
H2CO06156,CO,06,FALSE,"Provost, Patrick E.",L,0,0,8597,N
H2CO07121,CO,07,FALSE,"Coors, Joe",R,31254,0,139066,N
H2CO07147,CO,07,FALSE,"Campbell, Douglas ""Dayhorse""",A,79,0,10296,N
H2CT00033,CT,04,FALSE,"Wieland, Richard",R,0,0,0,N
H2CT01155,CT,01,FALSE,"McDonald, Michael W.",R,0,0,0,N
H2CT01163,CT,01,FALSE,"Decker, John Henry",R,0,0,82321,N
H2CT01171,CT,01,FALSE,"DeRosa, S. Michael",G,0,0,5477,N
H2CT01189,CT,01,FALSE,"Corey, Matthew M.",P,0,0,2290,N
H2CT02112,CT,02,TRUE,"Courtney, Joe ",W,0,0,204708,W
H2CT02138,CT,02,FALSE,"Coutu, Christopher D.",R,0,0,0,N
H2CT02146,CT,02,FALSE,"Formica, Paul M.",R,14256,0,88103,N
H2CT02153,CT,02,FALSE,"Bennett, Colin D.",G,0,0,3638,N
H2CT03086,CT,03,FALSE,"Packard, Steve",R,0,0,1,N
H2CT03094,CT,03,FALSE,"Concepcion, Hector W., Jr.",W,0,0,1,N
H2CT04043,CT,04,FALSE,"Meek, Christopher D.  #",R,0,0,0,N
H2CT04050,CT,04,FALSE,"Orner, David Scott",R,0,0,0,N
H2CT04068,CT,04,FALSE,"Obsitnik, Stephen",R,0,0,117503,N
H2CT05123,CT,05,FALSE,"Roberti, Dan",D,6582,0,0,N
H2CT05131,CT,05,FALSE,"Esty, Elizabeth",D,12717,0,146098,W
H2CT05149,CT,05,FALSE,"Wilson Foley, Lisa",R,5966,0,0,N
H2CT05156,CT,05,FALSE,"Clark, Michael",R,0,0,0,N
H2CT05172,CT,05,FALSE,"Donovan, Chris",D,9216,0,0,N
H2CT05180,CT,03,FALSE,"Winsley, Wayne",R,0,0,73726,N
H2CT05198,CT,05,FALSE,"Yale, Randy Christopher",D,0,0,0,N
H2CT05206,CT,05,FALSE,"Roraback, Andrew",R,9536,0,138637,N
H2CT05214,CT,05,FALSE,"Jaeger, Russ",W,0,0,10,N
H2DC00096,DC,00,FALSE,"Majors, Bruce",L,64,0,16524,N
H2DE00130,DE,00,FALSE,"Kovach, Thomas H.",R,15018,0,129757,N
H2DE00148,DE,00,FALSE,"Gesty, Scott",L,0,0,4096,N
H2DE00155,DE,00,FALSE,"August, Bernard",G,0,0,4273,N
H2FL00284,FL,19,FALSE,"Kreegel, Paige ",R,13167,0,0,N
H2FL00292,FL,06,FALSE,"Desantis, Ron",R,24132,0,195962,W
H2FL00300,FL,17,FALSE,"Bronson, William ",D,0,0,116766,N
H2FL01100,FL,01,TRUE,"Miller, Jeff",R,0,0,238440,W
H2FL01191,FL,01,FALSE,"Fretts, Calen ",L,0,0,11176,N
H2FL01209,FL,01,FALSE,"Drummond, William Cleave, II",W,0,0,17,N
H2FL02090,FL,02,FALSE,"Peters, Alvin L.",D,11919,0,0,N
H2FL02116,FL,02,FALSE,"Bembry, Leonard",D,22357,0,0,N
 H2FL0212,FL,02,FALSE,"Schlakman, Mark",D,4653,0,0,N
H2FL02132,FL,02,FALSE,"Miller, Floyd Patrick ",W,0,0,228,N
H2FL03056,FL,05,TRUE,"Brown, Corrine ",D,0,0,190472,W
H2FL03130,FL,03,FALSE,"Dodds, Philip ",N,0,0,8870,N
H2FL04112,FL,04,FALSE,"Klauder, Jim ",N,0,0,75236,N
H2FL04120,FL,04,FALSE,"Black, Bob ",R,11816,0,0,N
H2FL05150,FL,11,FALSE,"Werder, H. David",D,0,0,120303,N
H2FL05176,FL,05,FALSE,"Kolb, LeAnne",R,0,0,70700,N
H2FL05184,FL,05,FALSE,"Fleming, Eileen ",N,0,0,7978,N
H2FL05192,FL,05,FALSE,"Riggs, Bruce Ray ",W,0,0,3,N
H2FL06109,FL,03,FALSE,"Yoho, Ted",R,22273,0,204331,W
H2FL06117,FL,03,FALSE,"Oelrich, Steve ",R,12329,0,0,N
H2FL06125,FL,03,FALSE,"Jett, James",R,8769,0,0,N
H2FL06133,FL,06,FALSE,"Clark, Richard",R,6090,0,0,N
H2FL06141,FL,06,FALSE,"Slough, Beverly ",R,8229,0,0,N
H2FL06158,FL,06,FALSE,"Costello, Fred ",R,14189,0,0,N
H2FL06174,FL,06,FALSE,"Pueschel, Alec ",R,739,0,0,N
H2FL06182,FL,06,FALSE,"Kogut, William Billy",R,628,0,0,N
H2FL07115,FL,06,FALSE,"Verma, Vipin",D,7253,0,0,N
H2FL07123,FL,07,FALSE,"Kendall, Jason H.",D,12816,0,130479,N
H2FL07131,FL,07,FALSE,"Marra, Fred ",W,0,0,13,N
H2FL08055,FL,07,TRUE,"Mica, John ",R,32119,0,185518,W
H2FL08063,FL,10,FALSE,"Demings, Val B.",D,0,0,153574,N
H2FL08071,FL,08,FALSE,"Gillmor, Richard H.",N,0,0,12607,N
H2FL09103,FL,12,FALSE,"Snow, Jonathan Michael ",D,0,0,108770,N
H2FL09111,FL,09,FALSE,"Nieves, Miguel ""Mike""",N,0,0,0,N
H2FL09129,FL,09,FALSE,"Quinones, John ""Q""",R,7514,0,0,N
H2FL09137,FL,09,FALSE,"Sanchez, Roberto ",N,0,0,0,N
H2FL10143,FL,13,FALSE,"Ayres, Darren ",R,10548,0,0,N
H2FL10150,FL,13,FALSE,"Ehrlich, Jessica ",D,0,0,139742,N
H2FL10168,FL,10,FALSE,"Seegolam, Naipaul ",W,0,0,46,N
H2FL11091,FL,14,FALSE,"Otero, Evelio ""EJ""",R,12084,0,83480,N
H2FL12065,FL,12,FALSE,"Elliott, Paul Sidney",N,0,0,4915,N
H2FL13188,FL,16,FALSE,"Fitzgerald, Keith ",D,0,0,161929,N
H2FL13204,FL,13,FALSE,"Vance, Madeline",R,7049,0,0,N
H2FL14013,FL,14,FALSE,"Kee, Bill",N,0,0,0,N
H2FL14053,FL,22,FALSE,"Frankel, Lois ",D,18483,0,171021,W
H2FL14111,FL,19,FALSE,"Davidow, Joe",R,1028,0,0,N
H2FL14145,FL,19,FALSE,"Aubuchon, Gary ",R,11498,0,0,N
H2FL14152,FL,19,FALSE,"Goss, Chauncey Porter",R,16005,0,0,N
H2FL14186,FL,19,FALSE,"Donalds, Byron ",R,10389,0,0,N
H2FL14194,FL,19,FALSE,"Radel, Trey",R,22304,0,189833,W
H2FL15076,FL,09,FALSE,"Oxner, Mark ",R,2510,0,0,N
H2FL16082,FL,17,FALSE,"Arnold, Joe ",R,13871,0,0,N
H2FL17080,FL,17,FALSE,"Baumann, Tom",W,0,0,12,N
H2FL18054,FL,26,FALSE,"Peixoto, Jose",N,0,0,2717,N
